pdf_hash;deposit_id;tectonic_setting;pathfinder_elements;deposit_type;target_name;target_role;evidence_pages
46B63A68;1;TARC;HG|AS|SB|BI|PB;EPTH;Veladero;MAIN;36|37|38|45|47
47B7A938;1;TGGT;AS|SB|AG|CU|BI;ORO;Three Bluffs;MAIN;39|42|44|46|47|55
4765DC3B;1;TORO;AG|AS|CO|CU|MO|NI|SB|ZN;ORO;Millen Mountain;MAIN;20|23|25|27|44|45
47FDCB65;1;TUNK;N/A;MAN|ORO|PRY|EPTL|EPTI|SKN;San Rafael Mine;MAIN;57
483D984A;1;TORO;AS|ZN|PB|BA|AG|SB;SKN|EPTI|EPTL;Camino Rojo;MAIN;59|60|65|66|73|74
484BAD57;1;TORO;AS;ORO;Mt Sidney Williams Gold;MAIN;21|27|29
48145CD9;1;TARC;AS|HG|SB;EPTI|EPTL;Ixtaca Zone;MAIN;37|45|50
48480F23;1;TARC;ZN|MO|AG|CU|PB|BI|TE|AS|SB|SE;ORO|EPTH|PRY;Sugarloaf Peak;MAIN;17|18|19|39|44|45|46
48BDE0C6;1;TGGT;N/A;ORO;SLNE;MAIN;18|20|21
492E419F;1;TARC;AG|SE|PB|AS;ORO;Guaico;MAIN;19|20|24|25|26|29
494766BE;1;TARC;N/A;EPTL;Summit Mine;MAIN;49|54|59
487ACEA4;1;TARC;N/A;EPTL;Jerusalem;MAIN;27|33|34
495283E4;1;TARC;AG|AS|BI|SB|PB|MO|SN;EPTH;Northern Zone;MAIN;48|57|59
49530B27;1;TARC;ZN|PB;EPTH;Pueblo Viejo;MAIN;44|58|59|63
49745783;1;TARC;N/A;EPTH|BXH|PRY;Fortuna Zone;MAIN;19|21|23|29
49889FF2;1;TGGT;AS|W|B|MO;ORO;Brooks Lake A Property;MAIN;15|18
497F3FA9;1;TGGT;N/A;ORO|VMS;Muus Property;MAIN;36|47
49B77313;1;TARC;N/A;EPTL;El Zapote;MAIN;21|31
49CB5570;1;TRFT;AS|SB|HG;CAR;Arch Prospect;MAIN;25|29|35
49E75B40;1;TRFT;SB|AS|BI;EPTL;Castle Mountain;MAIN;50|63|69|71|74
49F2722A;1;TARC;AS|SB;EPTH;Santa Fe deposit;MAIN;58|59|67|69|74
49F807D8;1;TARC;AS|SB|PB|ZN;EPTI;Callanquitas Structure;MAIN;27|28|30|35
4A0065EE;1;TGGT;N/A;ORO;Foley Mine;MAIN;23|26|27|28
49F5DF6B;1;TORO;N/A;ORO;Tartan gold deposit;MAIN;55|57|68|69
4A194370;1;TARC;AS|HG|SB|CU|PB|ZN;PRY|EPTL;Brussels Creek;MAIN;19|20|25|26|27|31|32
4A1A891A;1;TGGT;N/A;ORO;Vein No. 1;MAIN;33|34|50|51
4A3DE6E6;1;TARC;N/A;PRY|BXH;Sulphurets;MAIN;102|105|108
4A24ED87;1;TORO;N/A;EPTI|EPTH;Shahuindo;MAIN;52|53|61
4A51ABFD;1;TUNK;N/A;EPTL;Soledad Mountain;MAIN;44|52
4A582253;1;TARC;N/A;EPTL|EPTI;San Diego North;MAIN;24|29|31|35
4B2F65B3;1;TARC;AG|PB|AS|BI|TL|W;EPTL|EPTI;Durusu;MAIN;14|18|20|22
4B11A53A;1;TGGT;N/A;ORO;Peter Lake Property;MAIN;41|42|47
4ACEE954;1;TARC;N/A;EPTI|PRY|BXH;Brucejack Deposit;MAIN;64|82
4B3FC522;1;TORO;N/A;VMS;Lomero Poyatos;MAIN;54|55|69
4B404928;1;TARC;AS|SB;EPTL|ORO;Los Pavitos;MAIN;47|49|50
4BCC3385;1;TORO;N/A;ORO|IRG;San Ramon shear zone;MAIN;39|41|48
4BAFDB09;1;TTRN;AS|SB|MO;EPTL;Eastside;MAIN;26|27|38|40
4BCE6BF1;1;TARC;CU|MO|ZN|AG|AS;SKN|PRY;Green Mountain Property;MAIN;40|41|51|53|59|60
4BE33A66;1;TARC;AG|AS|HG;EPTL;Kato;MAIN;51|67|72
4C0E165A;1;TORO;SB;ORO;Costerfield;MAIN;64|66|83|86
4C297EA7;1;TUNK;N/A;EPTL;Tommy Vein;MAIN;11|15
4C3EFC1C;1;TARC;N/A;EPTL;Antonella Daniella;MAIN;53|59
4C62B887;1;TGGT;N/A;ORO|VMS;Normetal South Property;MAIN;33|40
4CA128AD;1;TARC;N/A;EPTL;Dynasty Goldfield Vein System;MAIN;22|27
4CADB521;1;TTRN;N/A;EPTL;Talapoosa;MAIN;39|42|44
4CDBC165;1;TGGT;BI|TE|SE|W|SN|PB|MO;IRG;Toroparu;MAIN;88|90|107
4D1DDD7C;1;TRFT;CU|AS|SB|MO|BA|W;EPTL;Imwauna;MAIN;39|43|44|49
4CD9F293;1;TRFT;AG|AS|SB|TL|HG;CAR;Cove;MAIN;30|39|40|41|43
4D20518F;1;TGGT;N/A;EPG;Sleeping Giant mine;MAIN;27|30|36|38
4D26B20C;1;TARC;AS|SB|HG|SE|BA|MN|CU|PB|ZN;EPTL;Eden;MAIN;45|51
4D32E4ED;1;TARC;AG|ZN|CU;EPTI;Romero;MAIN;57|58|65|70|71
4D4E3E0C;1;TARC;N/A;EPTL;El Zapote;MAIN;28|31|38
4D52E0B2;1;TARC;W|BI|BA|MO|CU;PRY|SKN;Pinaya;MAIN;38|39|44|48|49
4D22017F;1;TORO;CU|TE|AG|SB|BI|AS|MO|W|PB|ZN|HG;PRY;Revenue;MAIN;18|25|30
4D778E96;1;TARC;PB|CU|SB|AS|AG|ZN;MAN;Union Target;MAIN;40|44|64|66|74|89|90
4D977DA5;1;N/A;AS|SB|HG;EPTH|BXH;Graben;MAIN;71|73|75
4DA051EA;1;TARC;N/A;EPTL|BXH;La Nueva Victoria;MAIN;19|29
4E10FD23;1;TARC;SB|HG|AS;VMS;Eskay Creek;MAIN;48|66
4DF99FB9;1;TRFT;N/A;EPTL;Fire Creek;MAIN;51|73
4E2B762B;1;TARC;AG|AS|SB|MO;EPTL;Discovery Zone;MAIN;15|18|24|25
4E3EAABC;1;TBAC;AS|SB|MO|SE|CU;EPTL;South Zone;MAIN;79|100|101|107
4E2F1FED;1;TORO;PB|AG;ORO|IRG;Segovia Vein System;MAIN;82|89|93
4E35FE65;1;TARC;AS|MO|SE|CU;EPTL;Shovelnose;MAIN;35|36|52|53|61
4E7D7159;1;TUNK;CU|PB|ZN|AG;VMS;Gediktepe;MAIN;56|73|74
4E9D0BFA;1;TGGT;N/A;PRY|BXH;Côté Gold;MAIN;85|93|96|100
4E9C53E0;1;TARC;N/A;PRY|EPTH;Lajitas;MAIN;45|46|51|55
4E9EF1C0;1;TARC;N/A;SKN|EPTL;Guintar-Niverengo;MAIN;16|17|19|21
4EB3A1D6;1;TGGT;N/A;ORO|VMS;SBU Property;MAIN;30|43
4F099788;1;TGGT;AS|SB;ORO;KCR occurrence;MAIN;12|15|17|21
4EFD20D4;1;TARC;ZN|MO|AG|CU|PB|BI|TE|AS|SB|SE;ORO|EPTH;Sugarloaf Peak;MAIN;17|44|46
4F04636B;1;TARC;N/A;EPTL;Moss Vein;MAIN;65|66|74|84
4F13143B;1;TGGT;AG|CU|PB|S;ORO;Cipoeiro;MAIN;68|69|76|82
4F16C23A;1;TARC;AS|SB|CU|PB|ZN|AG;EPTL;Los Reyes;MAIN;58|59|64|67|68
4F2762FC;1;TORO;ZN|PB|AG|MN|CU|BA|AS;N/A;Highland Boy;MAIN;37|57|59
4F6B1E0D;1;TORO;AS;IRG;Golden Crown;MAIN;48|57|58|62|63
4F71888A;1;TARC;N/A;VMS;La Plata;MAIN;27|37|40|44
4F952573;1;TGGT;N/A;PRY;MOP-II;MAIN;31|38|41
4FC006B2;1;TARC;N/A;EPTL;Mina Real;MAIN;19|24
4FFA4491;1;TARC;N/A;PLC|EPTL;Mexico Mine Tailings;MAIN;71|76|79|81|82
4FF8B4DC;1;TGGT;N/A;ORO;Tombill Main Group;MAIN;29|34
501C6910;1;TGGT;N/A;PRY|ORO;Troilus;MAIN;69|85|102|103|104|105
5015F3E0;1;TORO;MO|AS|SB|BI|W|TE|CU|AG|PB|ZN;IRG|SKN;Powerline;MAIN;52|61|62|63|64|68
5042A4DE;1;TARC;N/A;EPTL|EPTI|PRY|SKN;Lost Cities-Cutucu Project;MAIN;21|27|29
504BE30F;1;TARC;PB|ZN|AG;PRY;Goldstorm Deposit;MAIN;45|53|54|57
50B5B392;1;TGGT;N/A;ORO;Simkar;MAIN;23|27
50594414;1;TGGT;BI|TE|W|MO|AS|SB|AG|PB|ZN;IRG|ORO;Windfall Lake deposit;MAIN;66|98|99|101
50AD8159;1;TARC;AG|AS|BI|PB|SE|TE|ZN;PRY|EPTH;Cerro del Medio;MAIN;43|53|54|56|57|58
50FF4FA6;1;TORO;CU|MO;MIX;Humbug deposit;MAIN;54|65
5128C016;1;TARC;AS;EPTL|EPTI;San Miguel vein system;MAIN;54|57|60|82|86
51339A2A;1;TGGT;AS;ORO;Holt Mine;MAIN;30|37
514150B5;1;TARC;N/A;PRY|BXH;Dollar Target;MAIN;60|63|78|80|94
5111F84A;1;TGGT;AG|ZN|PB|AS|SB|CU;PRY|VMS;Thunder Lake Deposit;MAIN;46|66|69
5171BC72;1;TGGT;N/A;ORO;Area 52 / Ripley Gold Zone;MAIN;15|16|21|23
51418100;1;TORO;AS|ZN|SB|PB|CU|AG;ORO;Eagle Mountain Property;MAIN;18|19|25
51CF2D0E;1;TUNK;N/A;EPTL;Tommy Vein;MAIN;24|28
51F69E77;1;TORO;SB|AS|CU|HG;IRG|PRY|SKN;Jungo;MAIN;31|32|34|36
527B73EF;1;TARC;N/A;EPTL|BXH;La Nueva Victoria;MAIN;23|26|27|37|39
524D8AB0;1;TARC;SB|HG|AS;VMS|EPTL;Eskay Creek;MAIN;51|68
527C1759;1;TBAC;N/A;PRY|EPG;Cerrito Prospect;MAIN;41|42|44|45|54|55
52DFAF27;1;TARC;AS;EPTI;Zancudo;MAIN;31|41
52E8AF29;1;TARC;SB|AS|PB|ZN;EPTL|EPTI;Dolores;MAIN;27|32|35
5352903E;1;TGGT;AG|BA|CU;VMS|ORO;Plomp Farm;MAIN;24|28|29|30
5354DE56;1;TGGT;N/A;PRY|ORO;Troilus;MAIN;44|75|77
53AEB3D8;1;TARC;N/A;EPTH|ORO;Amulsar;MAIN;43|50
539BD277;1;TRFT;N/A;EPTL;Florida Canyon;MAIN;48|61
53D9A77E;1;TARC;N/A;EPTH;Loma Larga;MAIN;55|60|64
540A7CFC;1;TGGT;BI|AS|W|TE|SE|PB;IRG;Cheechoo;MAIN;54|56|62|63
547C46B7;1;TCRA;N/A;ORO;CSH Gold Deposit;MAIN;38|46
547EEFD8;1;TARC;ZN|CU|BI|W|B|CD;PRY|ORO;Main Twin Zone;MAIN;52|61|64
547EE6C7;1;TORO;AS|CU|PB|SB;ORO;Big Vein;MAIN;23|27|31|32|42
548E7930;1;TARC;N/A;EPTH|PRY;Chambers Settlement;MAIN;44|49|50
54EE5CD0;1;TORO;PB|TE;ORO;Providence Mines;MAIN;26|30|32
54FFC2C3;1;TORO;N/A;ORO;Spanish Mountain;MAIN;81|88
5502C0F0;1;TGGT;AS;ORO;Flood Zone;MAIN;66|74|75|80|82
55048FDC;1;TGGT;AS;ORO;La Pointe;MAIN;62|70|82|84|91
55220A08;1;TORO;AG|CU|ZN|AS|SB;SKN;Esperanza;MAIN;29|30|36|44
5535E81C;1;TARC;N/A;EPTL|EPTI;El Peñón;MAIN;42|50
5556F669;1;TARC;N/A;EPTH|PRY;Pimenton Mine;MAIN;25|28|29|30
53AF8ED3;1;TORO;AS|SB|HG;IRG|EPTL;Brewery Creek;MAIN;29|32|43
556B7B48;1;TGGT;N/A;VMS;Géant Dormant;MAIN;19|26
55973C7F;1;TRFT;AS|HG|SB|AG;CAR;Toiyabe Project;MAIN;16|20
55B296A0;1;TGGT;N/A;ORO;Arrowhead Mine Veins;MAIN;46|55|58
55B85897;1;TORO;AS|SB|HG;EPTL;Pinos Project;MAIN;19|28
55BEF49B;1;TGGT;N/A;ORO|IRG;Afric Zone;MAIN;36|47
5632EA76;1;TARC;AG|AS|SB|BA|PB|CU|TL|ZN;VMS|EPTL|EPTH;Ginger Ridge;MAIN;25|28|29|35|38
56460A42;1;TORO;TE;ORO;Kensington;MAIN;55|66|68
563E8F26;1;TRFT;AG|AS|SB|PB|ZN|CU|MO;EPTH|PRY;Confusion Hills Lithocap;MAIN;17|21|26
56404BE7;1;TORO;AG|SB|AS|BA|HG|TL;EPTL|IRG;Rozino;MAIN;43|44|48|52|58
5690D804;1;TORO;CU|MO;PRY;Humbug deposit;MAIN;48|49|62
5660BEC1;1;TARC;PB|SB;PRY|BXH|EPTI;Guayabales Project;MAIN;37|49|50|75
56B6C35D;1;TARC;SB|HG|AS;VMS|EPTL;Eskay Creek;MAIN;83|95
56749EFD;1;TRFT;N/A;EPTL|EPTH;Hycroft;MAIN;56|68
56C961F9;1;TORO;AG|SB|HG|AS|TL;EPTL|CAR;Universo;MAIN;37|40|41|44|45
5735169F;1;TUNK;N/A;N/A;Norte de Santander Project;MAIN;35|36|42|43
56DE0261;1;TORO;ZN|PB|CU;ORO|IRG;Segovia;MAIN;54|57|58|62|66
57102DBE;1;TARC;N/A;EPTL;Coricancha Mine Complex;MAIN;52|64
575CFC23;1;TORO;N/A;ORO;El Bagre;MAIN;47|54|55
57781F78;1;TORO;N/A;ORO;Reef;MAIN;32|33|46
577020CD;1;TARC;CU|AG|PB|ZN;EPTI|PRY;Principal Structural Corridor;MAIN;20|33|34|42
582AE49B;1;TARC;AS|BI|TE|AG|PB|ZN|HG|SB;SKN|PRY|BXH|EPTL;Ana Paula;MAIN;50|64|78
585EBFE9;1;TGGT;N/A;N/A;Maybrun;MAIN;28|36
58B0104F;1;TORO;AS|SB|CU|PB|ZN;ORO|PLC;New Leviathan;MAIN;54|56|57|58|59
58AE5ACE;1;TGGT;N/A;ORO;Héva;MAIN;13|14|20
58A16D13;1;TARC;AS|BI|TE|AG|PB|ZN|HG|SB;IRG|SKN|BXH|EPTL;Ana Paula;MAIN;68|83|85
58C1C114;1;TPAB;HG;EPTL;Merlin;MAIN;26|28|32|35|36
58E6AE7F;1;TARC;N/A;SKN;Los Filos;MAIN;93
58F814CA;1;TGGT;N/A;VMS|IRG;Westwood;MAIN;47|54|58
591FFFD3;1;TORO;AS;ORO;Tomingley;MAIN;51|60|67|69|73|77
595A3497;1;TGGT;AG|AS|W;ORO;Northwest Arm;MAIN;87|88|103|104|105
596AE452;1;TGGT;AS;ORO|VMS;Casa Berardi West Property;MAIN;35|36|43|44|45|46
598B3D65;1;TORO;AS|PB;ORO;San Francisco;MAIN;56|63|66
598D6804;1;TORO;BI|W|AS|SN|MO|TE|SB;IRG;Namoya Project;MAIN;26|38
599414B0;1;TORO;N/A;IRG;Surebet Zone;MAIN;31|41|47
59A4910A;1;TORO;AS|SB;ORO;Pactolus;MAIN;61|64|65|70|71|72|81
59CF0077;1;TTRN;AS|SB|F|ZN|AG|MO|W|CU|PB|BA;CAR;Sterling Deposit;MAIN;82|92|96
59C244A5;1;TTRN;AG|AS|SB|MO|HG|PB|TE;EPTL;Golden Arrow;MAIN;49|58|63|64|66
59EA75BE;1;TARC;N/A;IRG|SKN|BXH|EPTL;Velardeña;MAIN;38|42|46
59ED0865;1;TARC;TE|TL|AS|SB;EPTL|EPTI;Lawyers Area;MAIN;109|113|120|122|141|142|143|153
5A064DC1;1;TORO;N/A;SKN|IRG;Los Filos;MAIN;71|92
5A09EA55;1;TARC;HG|AS|SB;EPTL|EPTI;Tres Cruces;MAIN;25|27|30|33|34
5A21F3E1;1;TGGT;BA|BI|MN|SB|TE;ORO;Sanderson Suite;MAIN;36|40
5AFA66D6;1;TORO;N/A;PRY;Skouries;MAIN;49|51|54
5A39BCFA;1;TARC;N/A;EPTH|PRY;Cerro Quema;MAIN;52|53|61
5AEAAB38;1;TTRN;SB|PB|MN;EPTL|EPTI;Pampa Paciencia;MAIN;34|36|37
5B63FB71;1;TARC;N/A;PRY;Cadia East;MAIN;32|36|39
5B0BA30B;1;TORO;BI|AG|AS|S|CU;ORO|IRG;Preview SW;MAIN;27|34|35
5B593B14;1;TORO;SB|AS;ORO;Costerfield;MAIN;40|44|51|60|61
5B70E19C;1;TTRN;AS|HG|PB|SB|CU|ZN;EPTI|EPTH;Mustang Property;MAIN;15|18|19|21
5B9A71AC;1;TARC;AS;IRG;Reid Zone;MAIN;12|13|16|17
5BFC8F89;1;TORO;AG|HG|BI|TE|MO|SB|BA|PB|AS;ORO|IRG;VG zone;MAIN;20|29|31|32|35
5B80DDAD;1;TARC;ZN|PB|CU|HG|SB|S|AS;EPTH|BXH;Santa Fe Deposit;MAIN;36|37|41|42|45|46
5BB245CB;1;TGGT;AG|PB|CU|SB;ORO;Kylmäkangas;MAIN;27|28|31
5C40AF4D;1;TORO;N/A;IRG|EPTL;Guppy Zone;MAIN;11|12|14
5C7AC623;1;N/A;AG|CU|PB;N/A;Koster Dam Project;MAIN;12|14
5C45E993;1;N/A;K;EPTL;Ada Tepe;MAIN;53|54
5C8F331B;1;TGGT;AS|AG|BI;ORO;North Fold Nose;MAIN;26|27|30|36|63|69|70
5CFD2D8A;1;TORO;MO|W;IRG|ORO;Alpine Vein;MAIN;25|27|35|37
5D0DD15D;1;TGGT;N/A;PLC;Demerara River Alluvial Gold;MAIN;15|19
5CF0A555;1;TARC;N/A;VMS|IRG|PRY;Cannonball Project;MAIN;33|40|41
5D10B353;1;TARC;N/A;PRY;Fly prospect;MAIN;23|24|32|33
5D445B71;1;TORO;AG|AS|MO|TE;EPTL;Haile;MAIN;49|51|59|61
5D9E54B5;1;TARC;N/A;EPTL;La Libertad;MAIN;84|89|101
5D4BE4E3;1;TARC;AS;ORO|PRY;Georgia River Mine;MAIN;28|29|35|49|56|57|67
5DAF2C15;1;TRFT;N/A;EPTL;Long Valley;MAIN;44|47|52
5E3AF775;1;TGGT;N/A;VMS|ORO;Hebecourt Property;MAIN;41|51|52|53
5E5A4A32;1;TORO;N/A;ORO;Koonenberry North Project;MAIN;35|37|38
5E716C88;1;TGGT;N/A;ORO;Pen Gold North;MAIN;20|21|25|27|28
5E54F6FF;1;TORO;N/A;EPTI|EPTL;Zancudo;MAIN;40|52|54
5EA41794;1;TARC;AS|SB;PRY|SKN;DEM Halo;MAIN;40|41|45|46
5E944B24;1;TARC;N/A;EPTL;Zaruma-Portovelo;MAIN;46|48|49|57|59|66
5EBC5C43;1;TBAC;SE|MO|AG|CU|HG;VMS;Mato Bula;MAIN;54|58|64|74|91
5EBFA227;1;TRFT;AS|SB|HG|SE;EPTL;Kilgore deposit;MAIN;42|50|62|63|67
5F274B19;1;TORO;ZN|PB|SN|W|BI|SB;IRG|EPTI;Kora Consolidated;MAIN;98|100|103|107|110
5F29212C;1;TARC;AG|SB|AS;EPTI|IRG;Skukum Creek;MAIN;40|44|62
5EE26F8C;1;TGGT;N/A;VMS|ORO;Rainy River Gold Deposit;MAIN;91|115
5F2C3119;1;TARC;PB|TE|AS|AG|CU|ZN|FE|SB|S;IRG|PRY|SKN|EPTL;Snoball;MAIN;42|65|67|90
5F405AF8;1;TGGT;AS|SB;ORO;Plutonic Gold Mine;MAIN;46|56|59
5F4ED454;1;TGGT;N/A;N/A;Karita Project;MAIN;22|35
5F6D6E4A;1;TARC;HG|AS|SB;EPTL;La Noria;MAIN;23|27|30
5FC65728;1;TARC;AG|AS|PB|S|ZN;EPTI;Buck Main;MAIN;46|47|54|58|67
5FF37754;1;TARC;AS|SB|HG|BI|BA|AG|PB|ZN|CU;IRG|EPTI;47-Adanac Trend;MAIN;31|32|39|48|49|52
5F833C23;1;TORO;N/A;ORO;Goldenville;MAIN;36|37|38|44
601B9BDE;1;TGGT;N/A;ORO|VMS;Ishkoday Property;MAIN;15|17|19
605B8C99;1;TORO;N/A;ORO;Byumba deposit;MAIN;42|67
6094B058;1;TORO;N/A;EPTL|SKN;Centennial;MAIN;7|58
61663810;1;TARC;N/A;EPTL|PRY;Bayan Khundii;MAIN;73|82|103
605BF9D9;1;TARC;N/A;VMS;Sleeping Giant;MAIN;42|63
6173525A;1;TARC;AG|AS|BA|CU|MO|PB|SB|ZN;VMS;La Plata deposit;MAIN;71|96|104|105|106
61C4380D;1;TARC;N/A;PRY|EPTH|EPTI;Caspiche Porphyry;MAIN;70|82
61F562DB;1;TBAC;N/A;EPTH|VMS;Jones Keystone;MAIN;23|29|30
61DC4158;1;TARC;AS|HG|SB;EPTI|EPTL;Ixtaca;MAIN;35|43|48
61D48D35;1;TRFT;N/A;EPTL|BXH;Sandman;MAIN;31|41|42|43
6207B358;1;TARC;AG|AS|SB|MO;EPTL;Discovery Zone;MAIN;18|24|25
61FE20FF;1;TORO;AS|BI|TE|CU|MO;ORO;Laiva;MAIN;63|80|78
622E5431;1;TORO;N/A;SKN|ORO|PRY;Dayton Prospect;MAIN;80|205|213|217
623FE1DE;1;TARC;N/A;PRY;Lindero;MAIN;79|106|107|108
62793D18;1;TARC;AS|SB;IRG;Southeast Exposure;MAIN;15|17|24|25|28
62C34AF2;1;TARC;N/A;EPTL;Mercedes;MAIN;68|75|79
6294FE8B;1;TGGT;TE|BI|AG|CU|MO|BA;ORO;Moss Gold Deposit;MAIN;77|78|95|105|118
62F215EA;1;TARC;N/A;EPTL;Muguk;MAIN;21|24|25
62C689F4;1;TRFT;N/A;EPTL;Fire Creek deposit;MAIN;45|66
63611C07;1;TORO;BI|TE|W|AS|PB|ZN|AG;IRG;Slivova;MAIN;42|47|48|49|52|54
63ACA42F;1;TGGT;N/A;ORO;Sobeski Lake Property;MAIN;21|22|27
638AE51D;1;TRFT;N/A;EPTL|EPTI;Escondida;MAIN;53|56|72
64231499;1;N/A;AG|AS|SB|TL;CAR;Golden Trail;MAIN;4|21
63D1772A;1;TRFT;N/A;EPTL;DeLamar;MAIN;57|59|75
63DA4B93;1;TGGT;N/A;ORO;Turk Mine;MAIN;20|21|23|26
647F3DAA;1;TARC;SB|HG|AS;EPTL;San Rafael Vein;MAIN;147|157|162|188|189
64D7C082;1;TGGT;N/A;ORO;Coringa;MAIN;35|38
64E131D8;1;TGGT;AS;ORO;Flood Zone;MAIN;36|39|47|55
64DA79C1;1;TRFT;AS;CAR;Dark Star;MAIN;66|68|74|87|89|92|100
655C5E71;1;TARC;N/A;VMS;Back Forty;MAIN;46|47|49|56
6597AD80;1;TBAC;N/A;VMS;Dawson Property mineralized horizon;MAIN;33|44|45
656B9B6E;1;TARC;AS|BI|CU|HG|PB|SB|ZN|TE|SN|GA;EPTH;Brewer;MAIN;24|25|28|29|33|34|37
659844D6;1;TORO;N/A;ORO|EPTL|EPTI|EPTH|CAR|VMS|IRG|IOC;Central Newfoundland Gold Project;MAIN;56|57|70|71|72
65B150D1;1;TARC;AS|MN|ZN;EPTL;Carmen;MAIN;38|42|45|46
65B3920B;1;TORO;TE;ORO;Kensington;MAIN;66|68|82|84
65D0BCF5;1;TCRA;N/A;PLC;DBM Project;MAIN;51|63
65CC795B;1;TRFT;AS|SB|HG|SE|MO;EPTL;Wind Mountain;MAIN;43|49|52
65D1C8B0;1;TARC;AG|AS|ZN|CU|PB|MO;IRG;Bullion Alley;MAIN;23|26|29
6640756C;1;TARC;AG|AS|SB|K|LI|BI|W|TE|B|CU|PB|ZN|HG;ORO;Quesnel Quartz deposit;MAIN;20|26|28|29
6618D632;1;TGGT;AG|AS|W|B|SB|TE|MO;ORO;Afric Zone;MAIN;80|81|92|94
6649D254;1;TTRN;AG|AS|SB|MO|HG|PB|TE;EPTL;Golden Arrow;MAIN;49|63|64|66
666BB470;1;TARC;N/A;EPTI|ORO;Marmato;MAIN;85|99|104
66BCCB6E;1;TARC;AG|HG|MO|SB|SE;EPTL;Otter Property;MAIN;11|15|18|25|47|51|54|61
6683EDA0;1;TSED;U;PLC;Pardo Project;MAIN;26|31|32|34
66C43292;1;TARC;ZN|PB|SB|AS;BXH;Miraflores;MAIN;61|63|67|78
66F73D2B;1;TORO;S|AS|SB;ORO;Reefton-Lyell Goldfield;MAIN;81|85|88|90
67372EED;1;TARC;BA|SB|AS|GA;EPTH|BXH;Küçükdağ;MAIN;8|42|52|53|72
671B9519;1;TARC;AS|SB|HG|MO|AG|TL;EPTI|EPTL;Fruta del Norte;MAIN;84|87|95|103|106
673EA4E0;1;TARC;N/A;ORO|IRG;Siwash North;MAIN;45|47|58
67745E4B;1;TORO;N/A;ORO;St. Lawrence;MAIN;31|33|45
6783FB74;1;N/A;N/A;EPTL;San Martin;MAIN;26|29
67A37E75;1;TGGT;N/A;ORO;Nyakagwe;MAIN;64|73
67A96F53;1;TORO;AS|BI|TE|W|MO|CU;ORO;Laiva;MAIN;55|64|75|83
67BC7B20;1;TRFT;AS|SB|MO|W|CR|HG|TL;EPTL|CAR|ORO;Relief Canyon;MAIN;73|81|83
67FF49A4;1;TORO;AS|AG|ZN|PB;ORO|IRG;Långtjärn;MAIN;26|31|32|33|46
68181277;1;TTRN;HG|MO;EPTL;Golden Arrow;MAIN;64|77|79|80|81
6829E7B9;1;TRFT;N/A;EPTL;Grassy Mountain;MAIN;52|61
68530C5C;1;TARC;N/A;VMS|EPTI;Candelones Project;MAIN;54|60|65|80|81|82
689EFC8A;1;TARC;N/A;EPTL;La India;MAIN;65|81
68BC168F;1;TORO;AS|SB|BI|TE;ORO;McAdams Creek;MAIN;42|43|56|57
68A1FAC5;1;TGGT;N/A;N/A;Rudy showings;MAIN;21|26
693043B5;1;TRFT;AS|CU|PB|ZN;EPTL|EPTI;Escondida;MAIN;49|62|66
6940A481;1;TTRN;N/A;EPTL;Tonopah;MAIN;35|37|47
6932FC81;1;TRFT;AG|ZN|PB|AS|SB|B|HG|CU|SE;EPTL;Kilgore deposit;MAIN;38|39|56|57|58|59|61
694CD6E6;1;TORO;TE|CU|ZN|PB|BI|HG|W;IRG|ORO;Deer Horn vein system;MAIN;38|45|46|47
695A4497;1;TARC;N/A;EPTI|PRY|BXH;VOK;MAIN;38|48
69E087E1;1;TORO;AS|AG|SB;ORO;Umm Bisillah North;MAIN;52|64|89|120
6A0182BE;1;TARC;PB|ZN|CU|AS|MO|MN|AG;EPTI;Altan Nar;MAIN;22|34|35|36
69F75462;1;TGGT;N/A;N/A;Macassa Mine;MAIN;26|28|29|30
6991ACDA;1;TTRN;AG|PB|ZN|AS|SB|CU|BI;ORO|IRG;Miranda;MAIN;19|20|26|29|30|31|33|34
6A716C2C;1;TGGT;N/A;ORO;Ormsby Zone;MAIN;81|89
6A4A44DB;1;TRFT;N/A;EPTL;Mohave Gold Project;MAIN;24|34|40|43
6A72F70F;1;TBAC;N/A;EPTL;Martha Vein System;MAIN;69|71|77
6A69BDCD;1;TBAC;AS|SB|HG|ZN|PB|CU|BA;VMS|EPTL;Eskay Creek;MAIN;119|127|133|134|140
6A74A831;1;TARC;AS|CU;EPTH;Tres Amantes;MAIN;37|49
6ADAD88F;1;TTRN;AG|AS|SB|HG|ZN;EPTL;Rainbow Canyon;MAIN;16|17|20
6AD2A483;1;TARC;AG|AS|SB|HG;EPTI;Arista Project;MAIN;50|54|70|73|74|81
6AE86E82;1;TARC;CU|MO;PRY|EPTL;Palmilla;MAIN;20|21|23|26|29|31
6B09E2B9;1;TGGT;N/A;ORO;Fondawa Showing;MAIN;26|27|31|34
6B343844;1;TORO;N/A;PRY|IRG;Box Mine;MAIN;87|92|93|105
6B7050F5;1;TTRN;HG|AS|SB;EPTL;Cuprite Eastern Center;MAIN;19|24
6B43F2CA;1;TARC;PB|ZN|AG|SB|AS|CU;PRY;Goldstorm Zone;MAIN;54|87|90|91
6BA3E790;1;TORO;ZN|PB|SN|W|BI|SB;EPTL|IRG;Irumafimpa-Kora vein system;MAIN;55|58|59|61
